obj_id,x,y,dx,dy,pdf,type
3,1570,854,131.0,3.0,0.00022065032333477266,1
3,1597,1520,60.0,-2.0,0.001579779019242699,1
3,1677,479,55.0,1.0,0.0007923933733597413,1
3,1732,480,55.0,0.0,0.0010629917572624323,1
3,1787,480,55.0,0.0,0.0010629917572624323,1
3,1842,480,57.0,0.0,0.0011653397201660254,1
3,1899,480,59.0,1.0,0.0009534307435783283,1
3,1958,481,60.0,1.0,0.000994350088382306,1
3,2018,482,63.0,0.0,0.0014743008989718605,1
3,2081,482,65.0,-1.0,0.0018168112239722093,1
3,2146,481,67.0,0.0,0.0016671699366109577,1
3,2213,481,69.0,1.0,0.0013450125744418051,1
3,2282,482,69.0,-1.0,0.0020108669861957787,1
3,2351,481,70.0,0.0,0.0017960157269446314,1
3,2421,481,72.0,-1.0,0.002131687109859265,1
3,1701,857,129.0,3.0,0.00015319350322804927,1
3,1830,860,-1820.0,604.0,0.0,1
3,1957,863,-1877.0,616.0,0.0,1
3,2084,864,-1903.0,623.0,0.0,1
3,2207,866,-1921.0,630.0,0.0,1
3,2330,868,-1938.0,639.0,0.0,1
3,2451,870,-1950.0,648.0,0.0,1
3,1657,1518,61.0,-4.0,0.0009986094364580773,1
3,1718,1514,60.0,-4.0,0.0009853610275068023,1
3,1778,1510,65.0,-6.0,0.00021989340149250938,1
3,1843,1504,65.0,-2.0,0.0023088487246508242,1
3,1908,1502,70.0,-11.0,1.5641873457825127e-07,1
3,1978,1491,72.0,-9.0,4.7292147731243475e-06,1
3,2050,1482,75.0,-9.0,4.3900026301782715e-06,1
3,2125,1473,77.0,-5.0,0.0004767934667593615,1
3,2202,1468,75.0,1.0,0.0021522243949256333,1
3,2277,1469,77.0,-3.0,0.0016669149142652137,1
3,2354,1466,86.0,3.0,0.0007988372053482479,1
3,2440,1469,77.0,9.0,4.6296777913975177e-07,1
3,2493,480,75.0,0.0,0.0012747036082731856,1
3,2568,480,75.0,-1.0,0.0014278040976304141,1
3,2643,479,77.0,-1.0,0.0014438751795321904,1
3,2720,478,78.0,1.0,0.001104834447755667,1
3,2798,479,80.0,0.0,0.0013040074311433903,1
3,2878,479,81.0,-1.0,0.0014449963925676542,1
3,2959,478,81.0,-2.0,0.0015189862945797373,1
3,3040,476,83.0,-1.0,0.0014300224252977852,1
3,3123,475,85.0,-1.0,0.0014050462470866206,1
3,3208,474,85.0,0.0,0.0012752606395991435,1
3,3293,474,86.0,-1.0,0.001388965271627007,1
3,2570,871,-1956.0,660.0,0.0,1
3,2688,871,-1963.0,671.0,0.0,1
3,2806,872,-1965.0,686.0,0.0,1
3,2922,873,-1977.0,692.0,0.0,1
3,3039,873,-2007.0,692.0,0.0,1
3,3153,872,-2046.0,691.0,0.0,1
3,3265,872,-2100.0,680.0,0.0,1
3,2517,1478,87.0,11.0,6.974903299353633e-08,1
3,2604,1489,77.0,18.0,2.0219719411175956e-16,1
3,2681,1507,92.0,12.0,8.673702791839271e-09,1
3,2773,1519,86.0,22.0,7.149322665106997e-23,1
3,2859,1541,100.0,18.0,4.763734797861954e-16,1
3,2959,1559,95.0,21.0,6.651585867961176e-21,1
3,3054,1580,96.0,22.0,1.1552463145206502e-22,1
3,3150,1602,88.0,23.0,1.066387449556282e-24,1
3,3238,1625,76.0,21.0,2.3216014596216815e-21,1
3,3379,473,87.0,-1.0,0.0015358997974220907,1
3,3466,472,91.0,-2.0,0.0014223863929392062,1
3,3557,470,90.0,0.0,0.0014064117503407234,1
3,3647,470,93.0,-1.0,0.0013840216628398867,1
3,3740,469,95.0,1.0,0.0011459878914797958,1
3,3835,470,95.0,1.0,0.0011459878914797958,1
3,3930,471,98.0,4.0,0.0005571653423018758,1
3,4028,475,-468.625,44.375,9.24488518727185e-152,1
3,3375,870,-2147.0,674.0,0.0,1
3,3484,865,-2193.0,674.0,0.0,1
3,3594,855,-2240.0,679.0,0.0,1
3,3711,841,-2294.0,688.0,0.0,1
3,3834,833,-2358.0,694.0,0.0,1
3,3960,832,-2424.0,692.0,0.0,1
3,4085,837,-2488.0,683.0,0.0,1
3,3314,1646,65.0,11.0,3.143969604635546e-05,1
3,3379,1657,53.0,9.0,8.191595411137312e-05,1
3,3432,1666,54.0,6.0,0.0005495374643199506,1
3,3486,1672,64.0,2.0,0.001985275560696854,1
3,3550,1674,64.0,3.0,0.0018790571519003126,1
3,3614,1677,67.0,1.0,0.0019546597351936743,1
3,3681,1678,61.0,1.0,0.001799731586763385,1
3,3742,1679,67.0,2.0,0.0020767154898984268,1
3,3809,1681,73.0,5.0,0.0015029547317349824,1
3,3882,1686,80.0,3.0,0.0020809750943272635,1
3,3962,1689,83.0,0.0,0.0013659782390703708,1
4,235,244,137.0,0.0,3.741174807827252e-05,1
4,372,244,134.0,-1.0,5.24561963851223e-05,1
4,506,243,131.0,0.0,6.189905368365011e-05,1
4,637,243,128.0,0.0,7.849274505530488e-05,1
4,765,243,127.0,0.0,8.478010433304708e-05,1
4,436,443,128.0,1.0,0.0002625500648976392,1
4,564,444,125.0,1.0,0.00030082050084003544,1
4,689,445,123.0,0.0,0.00034495782090114004,1
4,812,445,122.0,1.0,0.00034115111884014897,1
4,892,243,123.0,0.0,4.9069084535197467e-05,1
4,1015,243,121.0,0.0,6.229996876791994e-05,1
4,1136,243,119.0,0.0,7.848309923325188e-05,1
4,1255,243,115.0,1.0,0.00010806099199640503,1
4,1370,244,114.0,1.0,0.000120055333667307,1
4,1484,245,111.0,2.0,0.00013190223930687145,1
4,1595,247,-1345.0,1716.0,0.0,1
4,934,446,120.0,2.0,0.0005711721858286513,1
4,1054,448,121.0,-1.0,0.0007832798463018597,1
4,1175,447,118.0,1.0,0.0008087753688307392,1
4,1293,448,117.0,1.0,0.0008455146494396954,1
4,1410,449,114.0,1.0,0.000957736145663679,1
4,1524,450,115.0,1.0,0.0009200895910704397,1
4,1639,451,113.0,2.0,0.0007593505383902663,1
4,1702,249,-1365.0,1718.0,0.0,1
4,1807,251,-1383.0,1721.0,0.0,1
4,1910,252,-1401.0,1725.0,0.0,1
4,2008,253,-1414.0,1729.0,0.0,1
4,2107,253,-1427.0,1735.0,0.0,1
4,2206,252,-1438.0,1741.0,0.0,1
4,2303,251,-1449.0,1752.0,0.0,1
4,2397,250,-1453.0,1756.0,0.0,1
4,1752,453,113.0,0.0,0.000979551607688706,1
4,1865,453,112.0,0.0,0.001029390741007211,1
4,1977,453,111.0,1.0,0.0008994942840783333,1
4,2088,454,111.0,0.0,0.0010799370170954772,1
4,2199,454,110.0,1.0,0.0009402022664881003,1
4,2309,455,109.0,0.0,0.0011825798397361539,1
4,2418,455,108.0,-1.0,0.0013091798623408378,1
4,2490,249,-1455.0,1762.0,0.0,1
4,2580,249,-1452.0,1768.0,0.0,1
4,2668,247,-1450.0,1776.0,0.0,1
4,2754,245,-1447.0,1779.0,0.0,1
4,2839,243,-1445.0,1786.0,0.0,1
4,2924,242,-1442.0,1791.0,0.0,1
4,3007,242,-1439.0,1794.0,0.0,1
4,3090,242,-1436.0,1795.0,0.0,1
4,3170,242,-1431.0,1796.0,0.0,1
4,3252,241,-1428.0,1797.0,0.0,1
4,2526,454,108.0,-1.0,0.0006836635514712721,1
4,2634,453,107.0,-1.0,0.000719527480423051,1
4,2741,452,106.0,1.0,0.0006325863235334773,1
4,2847,453,105.0,-1.0,0.0007927040316619865,1
4,2952,452,106.0,-1.0,0.0007559103040596164,1
4,3058,451,104.0,-1.0,0.0008297930444616706,1
4,3162,450,107.0,-2.0,0.0007246000178970789,1
4,3269,448,104.0,-1.0,0.0008297930444616706,1
4,2570,2063,75.0,-4.0,3.019287654938401e-09,1
4,2645,2059,73.0,-2.0,9.754685701661558e-05,1
4,2718,2057,77.0,-2.0,7.669391615084791e-05,1
4,2795,2055,81.0,-1.0,0.0012284118287774364,1
4,2876,2054,82.0,-2.0,5.386641130530299e-05,1
4,2958,2052,87.0,0.0,0.004657682418014409,1
4,3045,2052,91.0,-7.0,6.134683416545784e-22,1
4,3136,2045,92.0,-6.0,2.0192974984640932e-17,1
4,3228,2039,91.0,-7.0,6.134683416545784e-22,1
4,3332,241,-1426.0,1800.0,0.0,1
4,3413,240,-1427.0,1806.0,0.0,1
4,3495,240,-1436.0,1810.0,0.0,1
4,3579,239,-1445.0,1814.0,0.0,1
4,3665,239,-1456.0,1817.0,0.0,1
4,3749,240,-1466.0,1817.0,0.0,1
4,3835,241,-1478.0,1817.0,0.0,1
4,3919,244,-1490.0,1815.0,0.0,1
4,4004,247,-1504.0,1815.0,0.0,1
4,4080,249,-1510.0,1814.0,0.0,1
4,3373,447,105.0,-1.0,0.0009285058546634222,1
4,3478,446,106.0,0.0,0.0008577032101441863,1
4,3584,446,106.0,-1.0,0.0008878665125951751,1
4,3690,445,107.0,0.0,0.000819195572531225,1
4,3797,445,108.0,1.0,0.0007129525562589121,1
4,3905,446,110.0,2.0,0.0005567043825577543,1
4,4015,448,-270.0,-14.571428571428571,1.4226868209613916e-51,1
4,3319,2032,99.0,-4.0,1.8583638914889723e-07,1
4,3418,2028,96.0,-22.0,5.8174024282560594e-89,1
4,3514,2006,96.0,-24.0,1.6612501561914023e-104,1
4,3610,1982,99.0,-20.0,2.629644571608352e-75,1
4,3709,1962,92.0,-20.0,6.156626061417463e-74,1
4,3801,1942,99.0,-18.0,2.6689638273001086e-62,1
4,3900,1924,95.0,-30.0,1.2752620603884291e-158,1
4,3995,1894,76.0,-28.0,1.4213838062661212e-134,1
5,328,1099,140.0,6.0,0.00014313970170488148,1
5,468,1105,133.0,3.0,0.00022822642058549053,1
5,601,1108,132.0,5.0,0.00022067246788164832,1
5,733,1113,123.0,8.0,0.00025161896255138745,1
5,228,1849,142.0,8.0,2.1455607619911733e-05,1
5,370,1857,146.0,6.0,1.3890315720445878e-05,1
5,516,1863,140.0,7.0,2.7773509863306665e-05,1
5,656,1870,136.0,9.0,3.731304842217666e-05,1
5,792,1879,132.0,7.0,6.276838892914228e-05,1
5,744,2041,60.0,1.0,0.0009143495172806043,1
5,804,2042,60.0,1.0,0.0009143495172806043,1
5,856,1121,109.0,14.0,2.575955835803182e-05,1
5,965,1135,100.0,5.0,0.0005361600282140575,1
5,1065,1140,90.0,0.0,0.0009973855105312095,1
5,1155,1140,97.0,2.0,0.0008559084184831437,1
5,1252,1142,111.0,-4.0,0.0007457826913080799,1
5,1363,1138,122.0,-2.0,0.0005620838206445979,1
5,1485,1136,137.0,-8.0,0.00012166427789571574,1
5,1622,1128,138.0,-5.0,0.00018697580431407146,1
5,924,1886,137.0,6.0,3.211032034873597e-08,1
5,1061,1892,134.0,7.0,4.201989265641005e-09,1
5,1195,1899,132.0,5.0,5.106476135652042e-07,1
5,1327,1904,133.0,7.0,4.8076876093132816e-09,1
5,1460,1911,128.0,7.0,9.193277796631551e-09,1
5,1588,1918,123.0,5.0,1.450700474692868e-06,1
5,864,2043,61.0,1.0,0.0026860129253983758,1
5,925,2044,59.0,0.0,0.0031700081267876414,1
5,984,2044,59.0,0.0,0.0031700081267876414,1
5,1043,2044,59.0,1.0,0.002612351859676253,1
5,1102,2045,59.0,0.0,0.0031700081267876414,1
5,1161,2045,58.0,0.0,0.0031049940551194696,1
5,1219,2045,58.0,-1.0,0.002725337770844782,1
5,1277,2044,59.0,1.0,0.002612351859676253,1
5,1336,2045,59.0,0.0,0.0031700081267876414,1
5,1395,2045,59.0,0.0,0.0031700081267876414,1
5,1454,2045,59.0,0.0,0.0031700081267876414,1
5,1513,2045,60.0,0.0,0.0032309865767002847,1
5,1573,2045,59.0,1.0,0.002612351859676253,1
5,1632,2046,58.0,0.0,0.0031049940551194696,1
5,1760,1123,127.0,-14.0,6.225648016563113e-05,1
5,1887,1109,117.0,-9.0,0.000267293805463032,1
5,2004,1100,108.0,-19.0,4.652249490160457e-05,1
5,2112,1081,92.0,-11.0,0.00041882519052083105,1
5,2204,1070,66.0,-14.0,0.00020663129389974174,1
5,2270,1056,67.0,-2.0,0.0005613226203836396,1
5,2337,1054,83.0,-2.0,0.0007856765817884732,1
5,2420,1052,80.0,-4.0,0.000754236070302711,1
5,1711,1923,120.0,2.0,0.00020097986455169052,1
5,1831,1925,112.0,5.0,1.7088015876987648e-05,1
5,1943,1930,115.0,1.0,0.00048211654077990067,1
5,2058,1931,115.0,4.0,5.0669843145247975e-05,1
5,2173,1935,104.0,2.0,0.0006720543152088852,1
5,2277,1937,98.0,1.0,0.0014342126139042185,1
5,2375,1938,84.0,-4.0,0.00018822822004034443,1
5,2459,1934,89.0,0.0,0.002321730391906896,1
5,1690,2046,58.0,2.0,0.0022771592747189125,1
5,1748,2048,59.0,1.0,0.0031220834497023625,1
5,1807,2049,58.0,1.0,0.0030860352284693532,1
5,1865,2050,57.0,1.0,0.0030455936180602654,1
5,1922,2051,56.0,2.0,0.002226086855183833,1
5,1978,2053,57.0,3.0,0.001239195399357586,1
5,2035,2056,56.0,2.0,0.002226086855183833,1
5,2091,2058,55.0,2.0,0.0021957783903500828,1
5,2146,2060,55.0,2.0,0.0021957783903500828,1
5,2201,2062,55.0,2.0,0.0021957783903500828,1
5,2256,2064,53.0,2.0,0.0021263042910447034,1
5,2309,2066,53.0,2.0,0.0021263042910447034,1
5,2362,2068,53.0,2.0,0.0021263042910447034,1
5,2415,2070,53.0,1.0,0.0028438276404477987,1
5,2468,2071,52.0,0.0,0.0027610274364973653,1
5,2500,1048,94.0,-5.0,0.00031941885175278736,1
5,2594,1043,113.0,-1.0,0.001366210698984079,1
5,2707,1042,104.0,-2.0,0.0016751564629287703,1
5,2811,1040,111.0,1.0,0.001040742452559836,1
5,2922,1041,95.0,4.0,0.0001499940850653497,1
5,3017,1045,111.0,3.0,0.00027200628474480617,1
5,3128,1048,103.0,4.0,0.00012616157624636734,1
5,3231,1052,107.0,1.0,0.0012225167372397676,1
5,2548,1934,93.0,4.0,2.067577980427435e-06,1
5,2641,1938,92.0,3.0,0.00011850154512030276,1
5,2733,1941,93.0,0.0,0.003325795358092598,1
5,2826,1941,95.0,-2.0,1.634571899181621e-05,1
5,2921,1939,104.0,0.0,0.0014409785602590422,1
5,3025,1939,-2819.0,76.0,0.0,1
5,3134,1939,-2865.0,79.0,0.0,1
5,3247,1940,-2917.0,83.0,0.0,1
5,2520,2071,54.0,0.0,0.006582407747925946,1
5,2574,2071,53.0,0.0,0.006392218202320013,1
5,2627,2071,55.0,0.0,0.006762405310618889,1
5,2682,2071,53.0,0.0,0.006392218202320013,1
5,2735,2071,53.0,0.0,0.006392218202320013,1
5,2788,2071,54.0,-1.0,0.002286623049841805,1
5,2842,2070,54.0,0.0,0.006582407747925946,1
5,2896,2070,54.0,1.0,0.004372879731895133,1
5,2950,2071,53.0,-1.0,0.0022644055376988756,1
5,3003,2070,53.0,0.0,0.006392218202320013,1
5,3056,2070,54.0,0.0,0.006582407747925946,1
5,3110,2070,52.0,0.0,0.006193007811594972,1
5,3162,2070,54.0,0.0,0.006582407747925946,1
5,3216,2070,54.0,1.0,0.004372879731895133,1
5,3270,2071,54.0,0.0,0.006582407747925946,1
5,3338,1053,110.0,2.0,0.0003661537688209207,1
5,3448,1055,94.0,4.0,0.0005585804925080176,1
5,3542,1059,105.0,2.0,0.0004474688173231441,1
5,3647,1061,74.0,5.0,0.0006287343247714227,1
5,3721,1066,88.0,5.0,0.0005795997619111635,1
5,3809,1071,99.0,-6.0,0.0004137610692606242,1
5,3908,1065,76.0,5.0,0.0006314377658199276,1
5,3984,1070,71.0,5.0,0.0006185178212075389,1
5,4055,1075,-255.13333333333333,51.6,1.3601986059879225e-43,1
5,3365,1942,-2975.0,85.0,0.0,1
5,3487,1944,-3037.0,87.0,0.0,1
5,3610,1947,-3100.0,87.0,0.0,1
5,3732,1949,-3164.0,87.0,0.0,1
5,3855,1951,-3229.0,86.0,0.0,1
5,3981,1952,-3296.0,87.0,0.0,1
5,4079,1951,-3335.0,90.0,0.0,1
5,3324,2071,54.0,1.0,0.0026193607909838087,1
5,3378,2072,55.0,0.0,0.004038208710891359,1
5,3433,2072,55.0,1.0,0.0028450485395805033,1
5,3488,2073,52.0,0.0,0.003295199164299304,1
5,3540,2073,54.0,2.0,0.0008607078103313383,1
5,3594,2075,52.0,1.0,0.002196677998707526,1
5,3646,2076,53.0,1.0,0.0024030025350195248,1
5,3699,2077,53.0,0.0,0.0035388658642375023,1
5,3752,2077,51.0,0.0,0.0030574016854900327,1
5,3803,2077,52.0,1.0,0.002196677998707526,1
5,3855,2078,52.0,0.0,0.003295199164299304,1
5,3907,2078,52.0,-1.0,0.0023483446507906987,1
5,3959,2077,51.0,0.0,0.0030574016854900327,1
5,4010,2077,51.0,1.0,0.002000929726412855,1
6,401,960,160.0,6.0,3.915592158637046e-05,1
6,561,966,154.0,4.0,6.596224033206857e-05,1
6,715,970,152.0,5.0,7.310496782760762e-05,1
6,223,1174,97.0,-14.0,0.00024744651712728453,1
6,320,1160,90.0,1.0,0.00053168964048994,1
6,410,1161,80.0,-9.0,0.0003750198824298859,1
6,490,1152,88.0,-3.0,0.0005352868058032819,1
6,578,1149,91.0,0.0,0.0005465578116480554,1
6,669,1149,95.0,7.0,0.00039445267549338773,1
6,764,1156,95.0,7.0,0.00039445267549338773,1
6,317,1758,114.0,35.0,2.9458917836416186e-10,1
6,431,1793,124.0,29.0,3.028654423786275e-08,1
6,555,1822,123.0,33.0,1.5228409136977e-09,1
6,678,1855,135.0,31.0,4.893810031300659e-09,1
6,813,1886,134.0,32.0,2.4307877107429413e-09,1
6,867,975,152.0,5.0,5.124175520654496e-05,1
6,1019,980,150.0,5.0,6.03489764278969e-05,1
6,1169,985,151.0,3.0,7.361583813875086e-05,1
6,1320,988,148.0,3.0,9.374157925721539e-05,1
6,1468,991,147.0,3.0,0.00010130856287434352,1
6,1615,994,145.0,3.0,0.00011780514641802384,1
6,859,1163,90.0,11.0,9.484429862466653e-05,1
6,949,1174,83.0,14.0,2.3727427394301304e-05,1
6,1032,1188,70.0,13.0,2.4912280717043782e-05,1
6,1102,1201,74.0,11.0,6.645291599021569e-05,1
6,1176,1212,57.0,17.0,1.6691462427065539e-06,1
6,1233,1229,65.0,11.0,4.613141608802552e-05,1
6,1298,1240,56.0,18.0,8.717639603068044e-07,1
6,1354,1258,62.0,11.0,3.9783197566083625e-05,1
6,1416,1269,58.0,14.0,8.612531592000826e-06,1
6,1474,1283,60.0,13.0,1.53974698598584e-05,1
6,1534,1296,59.0,16.0,3.283111368023193e-06,1
6,1593,1312,60.0,7.0,0.00013524580527599282,1
6,947,1918,133.0,33.0,3.328593523464229e-85,1
6,1080,1951,135.0,31.0,3.192495571289165e-76,1
6,1215,1982,136.0,30.0,6.185970036334078e-72,1
6,1351,2012,130.0,29.0,4.374238471500866e-67,1
6,1481,2041,120.0,31.0,9.790629897053435e-75,1
6,1601,2072,101.0,27.0,1.2984401400287285e-56,1
6,1760,997,145.0,2.0,7.149413053292102e-05,1
6,1905,999,141.0,1.0,0.00010171977457010854,1
6,2046,1000,141.0,2.0,9.839602133391518e-05,1
6,2187,1002,138.0,0.0,0.00012977171323401532,1
6,2325,1002,136.0,0.0,0.00014988279887628877,1
6,2461,1002,136.0,-2.0,0.00014795868961532799,1
6,1653,1319,50.0,7.0,3.6770568762907925e-06,1
6,1703,1326,59.0,6.0,2.5077104242430562e-05,1
6,1762,1332,57.0,3.0,0.0004934741683072396,1
6,1819,1335,56.0,0.0,0.001928888887051703,1
6,1875,1335,40.0,-1.0,0.0010433130275724028,1
6,1915,1334,57.0,-3.0,0.001497727888944121,1
6,1972,1331,47.0,-5.0,0.0003794410538177509,1
6,2019,1326,49.0,-2.0,0.0015304172866644921,1
6,2068,1324,39.0,-4.0,0.0005004903821198916,1
6,2107,1320,51.0,0.0,0.0015947500430747686,1
6,2158,1320,63.0,1.0,0.0018068715512236672,1
6,2221,1321,58.0,0.0,0.0020565013344005486,1
6,2279,1321,55.0,-2.0,0.0018800450563277744,1
6,2334,1319,64.0,0.0,0.0023915712204655415,1
6,2398,1319,60.0,1.0,0.0016639704943632394,1
6,2458,1320,67.0,3.0,0.0006859588580189583,1
6,1702,2099,78.0,17.0,3.3432128552813053e-21,1
6,1780,2116,43.0,11.0,2.4373423331233265e-10,1
6,1823,2127,39.0,2.0,0.001422755919363026,1
6,1862,2129,38.0,0.0,0.0016784008347093256,1
6,1900,2129,43.0,1.0,0.0021454119900520844,1
6,1943,2130,35.0,-10.0,6.998750452404955e-11,1
6,1978,2120,49.0,-7.0,5.618194540448585e-07,1
6,2027,2113,63.0,-3.0,0.0005896899601833695,1
6,2090,2110,78.0,-14.0,2.1225992361122794e-16,1
6,2168,2096,76.0,-10.0,4.4968898359010487e-10,1
6,2244,2086,79.0,-11.0,1.8930395375990768e-11,1
6,2323,2075,75.0,-9.0,8.171938402050995e-09,1
6,2398,2066,70.0,-18.0,6.315166222197026e-25,1
6,2468,2048,60.0,-7.0,8.631197001049561e-07,1
6,2597,1000,133.0,1.0,0.0002803306214956728,1
6,2730,1001,132.0,-3.0,0.00021379244803852157,1
6,2862,998,130.0,-1.0,0.0004814683218259144,1
6,2992,997,130.0,-2.0,0.00039183070369417977,1
6,3122,995,125.0,-5.0,7.123048757841327e-05,1
6,3247,990,124.0,0.0,0.0006984651745620922,1
6,2525,1323,59.0,6.0,8.684257052666048e-05,1
6,2584,1329,71.0,5.0,0.00037916931318259965,1
6,2655,1334,62.0,12.0,2.840332969375899e-09,1
6,2717,1346,69.0,8.0,9.255896268060134e-06,1
6,2786,1354,57.0,15.0,6.793482829035718e-13,1
6,2843,1369,66.0,7.0,3.4265936308524804e-05,1
6,2909,1376,49.0,8.0,2.8682831064312326e-06,1
6,2958,1384,52.0,-3.0,0.0008470364293150902,1
6,3010,1381,55.0,0.0,0.0023124714881666464,1
6,3065,1381,52.0,-4.0,0.0004235418579759509,1
6,3117,1377,55.0,-1.0,0.0020709368704990797,1
